Layer Idx,Layer Name,Layer Type,Pass,Layer Class,Input Tensor dims,Input Tensor Size (Ki),Input Tensor Compression,Filter Size,Stride Size,Pad Size,Dilation Size,Group Size,Output Tensor Dims,Output Tensor Size (Ki),Output Tensor Compression,Weight Dims,Weight Tensor Compression,Weight Size (Ki),Layer MACs (M),Layer Compute OPS (M),Total Size (Ki),Input Sparsity,Output Sparsity,Parameter Sparsity,Compute Sparsity,Precision,TilingInfo
1024,bwd_d_00332_encoder_q_proj13,Dense,bwd-d,ConvOther,encoder_q_proj13_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm12-encoder_q_proj13(16;512;1024;1.0),16384.00,[1.0],encoder_q_proj13_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1025,bwd_w_00332_encoder_q_proj13,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm12(16;512;1024;1.0),encoder_q_proj13_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_q_proj13_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1026,@addjoin_bwd_d_00331_encoder_ffn2_layernorm12-encoder_ffn2_layernorm12_grad,Add,bwd-d,Pointwise,"grad-join-in-encoder_ffn2_layernorm12-encoder_q_proj13(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm12-encoder_k_proj13(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm12-encoder_v_proj13(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm12-encoder_att_out_res13(16;512;1024;1.0)",65536.00,"[1.0, 1.0, 1.0, 1.0]",1,1,0,1,1,@addjoin_bwd_d_00331_encoder_ffn2_layernorm12-encoder_ffn2_layernorm12_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,25.17,81920.00,"[1, 1, 1, 1]",[1],[],1,2,{}
1027,bwd_d_00331_encoder_ffn2_layernorm12,LayerNorm,bwd-d,ConvOther,"@addjoin_bwd_d_00331_encoder_ffn2_layernorm12-encoder_ffn2_layernorm12_grad(16;512;1024;1.0),encoder_ffn2_res12(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_res12_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,16.78,134.23,49152.00,"[1, 1]",[1],[],1,2,{}
1028,bwd_d_00330_encoder_ffn2_res12,Add,bwd-d,Pointwise,encoder_ffn2_res12_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,"encoder_ffn2_12_grad(16;512;1024;1.0),grad-join-in-encoder_att_out_layernorm12-encoder_ffn2_res12(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",,[],0.00,0.00,0.00,49152.00,[1],"[1, 1]",[],1,2,{}
1029,bwd_d_00329_encoder_ffn2_dropout12,Dropout,bwd-d,Other,encoder_ffn2_12_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_12_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
1030,bwd_d_00328_encoder_ffn2_12,Dense,bwd-d,ConvOther,encoder_ffn2_12_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_gelu_12_grad(16;512;4096;1.0),65536.00,[1.0],encoder_ffn2_12_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 819.2, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 10, 'unit_grid_n': 8, 'unit_grid_z': 1, 'unit_tg_grid_m': 3.2, 'unit_tg_grid_n': 2.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 6.4, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1031,bwd_w_00328_encoder_ffn2_12,GradientDense,bwd-w,ConvOther,"encoder_gelu_12(16;512;4096;1.0),encoder_ffn2_12_grad(16;512;1024;1.0)",81920.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_12_params_wtgrad(1;1;4096;1024),8192.00,[1.0],,[],0.00,34359.74,68719.48,90112.00,"[1, 1]",[1],[],1,2,"{'output_m': 4096, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 16, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1032,bwd_d_00327_encoder_gelu_12,Gelu,bwd-d,Activation,"encoder_gelu_12_grad(16;512;4096;1.0),encoder_ffn1_12(16;512;4096;1.0)",131072.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn1_12_grad(16;512;4096;1.0),65536.00,[1.0],,[],0.00,0.00,1476.40,196608.00,"[1, 1]",[1],[],1,2,{}
1033,bwd_d_00326_encoder_ffn1_12,Dense,bwd-d,ConvOther,encoder_ffn1_12_grad(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,grad-join-in-encoder_att_out_layernorm12-encoder_ffn1_12(16;512;1024;1.0),16384.00,[1.0],encoder_ffn1_12_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 4096, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1034,bwd_w_00326_encoder_ffn1_12,GradientDense,bwd-w,ConvOther,"encoder_att_out_layernorm12(16;512;1024;1.0),encoder_ffn1_12_grad(16;512;4096;1.0)",81920.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn1_12_params_wtgrad(1;1;1024;4096),8192.00,[1.0],,[],0.00,34359.74,68719.48,90112.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 32, 'thread_tile_size_n': 64.0, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256, 'tg_tile_size_n': 256.0, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256, 'unit_tile_size_n': 256.0, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 16, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1035,@addjoin_bwd_d_00325_encoder_att_out_layernorm12-encoder_att_out_layernorm12_grad,Add,bwd-d,Pointwise,"grad-join-in-encoder_att_out_layernorm12-encoder_ffn1_12(16;512;1024;1.0),grad-join-in-encoder_att_out_layernorm12-encoder_ffn2_res12(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,@addjoin_bwd_d_00325_encoder_att_out_layernorm12-encoder_att_out_layernorm12_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
1036,bwd_d_00325_encoder_att_out_layernorm12,LayerNorm,bwd-d,ConvOther,"@addjoin_bwd_d_00325_encoder_att_out_layernorm12-encoder_att_out_layernorm12_grad(16;512;1024;1.0),encoder_att_out_res12(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_res12_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,16.78,134.23,49152.00,"[1, 1]",[1],[],1,2,{}
1037,bwd_d_00324_encoder_att_out_res12,Add,bwd-d,Pointwise,encoder_att_out_res12_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,"encoder_att_out_project12_grad(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm11-encoder_att_out_res12(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",,[],0.00,0.00,0.00,49152.00,[1],"[1, 1]",[],1,2,{}
1038,bwd_d_00323_encoder_att_out_dropout12,Dropout,bwd-d,Other,encoder_att_out_project12_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project12_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
1039,bwd_d_00322_encoder_att_out_project12,Dense,bwd-d,ConvOther,encoder_att_out_project12_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_reshape12_grad(16;512;1024;1.0),16384.00,[1.0],encoder_att_out_project12_params(1048576),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1040,bwd_w_00322_encoder_att_out_project12,GradientDense,bwd-w,ConvOther,"encoder_qkv_mul_reshape12(16;512;1024;1.0),encoder_att_out_project12_grad(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_project12_params_wtgrad(1;1;1024;1024),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1041,bwd_d_00321_encoder_qkv_mul_reshape12,Reshape,bwd-d,TensorLayout,encoder_qkv_mul_reshape12_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_trans12_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1042,bwd_d_00320_encoder_qkv_mul_trans12,Transpose,bwd-d,TensorLayout,encoder_qkv_mul_trans12_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul12_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1043,bwd_d_00319_encoder_qkv_mul12-1,MatMul,bwd-d,ConvOther,"encoder_qk_smax12(16;16;512;512),encoder_qkv_mul12_grad(16;16;512;64.0)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_v_trans12_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1044,bwd_d_00319_encoder_qkv_mul12-0,MatMul,bwd-d,ConvOther,"encoder_qkv_mul12_grad(16;16;512;64.0),encoder_v_trans12(16;16;512;64.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qk_smax12_grad(16;16;512;512),131072.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 2, 'unit_grid_n': 2, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 13.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1045,bwd_d_00318_encoder_qk_dropout12,Dropout,bwd-d,Other,encoder_qk_smax12_grad(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax12_grad(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,0.00,262144.00,[1],[1],[],1,2,{}
1046,bwd_d_00317_encoder_qk_smax12,SoftMax,bwd-d,Activation,encoder_qk_smax12_grad(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_mul12_grad(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,2415.92,262144.00,[1],[1],[],1,2,{}
1047,bwd_d_00316_encoder_qk_mul12-1,MatMul,bwd-d,ConvOther,"encoder_q_trans12(16;16;512;64.0),encoder_qk_mul12_grad(16;16;512;512)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_k_trans12_grad(16;16;64.0;512),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 64.0, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 32, 'thread_tile_size_n': 64.0, 'thread_tile_size_z': 1, 'tg_tile_size_m': 64, 'tg_tile_size_n': 512.0, 'tg_tile_size_z': 1, 'unit_tile_size_m': 64, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1048,bwd_d_00316_encoder_qk_mul12-0,MatMul,bwd-d,ConvOther,"encoder_qk_mul12_grad(16;16;512;512),encoder_k_trans12(16;16;64.0;512)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_q_trans12_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1049,bwd_d_00315_encoder_v_trans12,Transpose,bwd-d,TensorLayout,encoder_v_trans12_grad(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_reshape12_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1050,bwd_d_00314_encoder_v_reshape12,Reshape,bwd-d,TensorLayout,encoder_v_reshape12_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_proj12_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1051,bwd_d_00313_encoder_v_proj12,Dense,bwd-d,ConvOther,encoder_v_proj12_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm11-encoder_v_proj12(16;512;1024;1.0),16384.00,[1.0],encoder_v_proj12_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1052,bwd_w_00313_encoder_v_proj12,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm11(16;512;1024;1.0),encoder_v_proj12_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_v_proj12_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1053,bwd_d_00312_encoder_k_trans12,Transpose,bwd-d,TensorLayout,encoder_k_trans12_grad(16;16;64.0;512),16384.00,[1.0],1,1,0,1,1,encoder_k_reshape12_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1054,bwd_d_00311_encoder_k_reshape12,Reshape,bwd-d,TensorLayout,encoder_k_reshape12_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_k_proj12_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1055,bwd_d_00310_encoder_k_proj12,Dense,bwd-d,ConvOther,encoder_k_proj12_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm11-encoder_k_proj12(16;512;1024;1.0),16384.00,[1.0],encoder_k_proj12_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1056,bwd_w_00310_encoder_k_proj12,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm11(16;512;1024;1.0),encoder_k_proj12_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_k_proj12_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1057,bwd_d_00309_encoder_q_trans12,Transpose,bwd-d,TensorLayout,encoder_q_trans12_grad(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_reshape12_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1058,bwd_d_00308_encoder_q_reshape12,Reshape,bwd-d,TensorLayout,encoder_q_reshape12_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_proj12_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1059,bwd_d_00307_encoder_q_proj12,Dense,bwd-d,ConvOther,encoder_q_proj12_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm11-encoder_q_proj12(16;512;1024;1.0),16384.00,[1.0],encoder_q_proj12_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
